Date,pm25_median,pm10_median,no2_median,so2_median,co_median,o3_median,temperature_median,humidity_median,wind-speed_median,AQI,Category
2024-08-12,87.9,191.53,163.73,95.47,3.57,123.98,26.4,75.8,3.65,193.1,Moderate
2022-08-04,93.91,346.77,193.94,404.07,10.39,193.53,20.5,71.0,4.23,296.8,Poor
2022-06-20,70.44,168.26,147.17,342.91,5.01,113.09,39.6,44.1,2.64,187.8,Moderate
2021-10-26,448.29,847.67,416.76,1826.77,44.98,812.37,2.1,90.0,1.35,500.0,Severe
2024-10-27,44.3,69.74,41.88,62.32,1.29,59.76,27.5,31.2,5.08,78.3,Satisfactory
2024-09-02,251.8,451.32,438.61,1684.86,38.33,673.99,0.6,71.9,2.54,427.8,Severe
2023-09-16,87.2,127.21,136.56,219.25,8.34,109.88,15.7,35.0,6.08,190.7,Moderate
2022-09-25,118.27,320.11,224.87,487.64,13.72,170.71,35.1,61.6,3.48,294.3,Poor
2022-01-09,32.12,73.85,56.52,46.12,1.89,76.51,21.8,72.1,5.63,94.7,Satisfactory
2021-02-15,259.23,570.07,470.82,1891.08,43.21,770.66,6.3,97.4,2.4,482.6,Severe
2023-10-19,108.95,255.93,202.08,594.67,10.14,153.69,26.3,71.0,3.88,263.4,Poor
2022-01-19,211.33,350.4,332.44,1546.87,19.0,412.89,21.4,79.7,1.87,393.4,Very Poor
2022-02-25,62.63,135.83,103.94,184.52,3.89,110.12,26.5,74.2,6.03,135.5,Moderate
2022-10-10,88.08,136.28,177.38,159.57,8.08,128.22,15.3,50.1,2.64,197.4,Moderate
2021-04-23,22.88,37.5,32.77,5.24,0.34,16.29,22.5,35.6,10.1,41.0,Good
2023-02-15,83.46,133.81,162.06,152.78,9.27,133.97,12.6,64.4,1.64,191.0,Moderate
2021-06-29,23.21,37.73,17.16,28.85,0.64,37.56,35.6,31.0,11.15,38.7,Good
2023-10-16,384.52,572.03,403.08,1931.97,43.43,721.57,1.4,73.7,0.96,483.7,Severe
2021-04-26,463.39,782.47,494.85,1723.44,35.97,935.93,5.3,71.7,1.47,500.0,Severe
2022-12-18,100.49,293.61,193.91,556.45,16.52,169.42,2.7,62.0,4.35,293.2,Poor
2024-07-03,111.49,337.98,275.72,772.04,15.88,188.41,21.3,43.2,4.04,295.8,Poor
2023-05-03,80.7,122.13,173.05,177.55,6.26,115.97,14.2,64.7,4.46,193.1,Moderate
2022-11-10,102.05,257.41,274.65,759.39,11.1,160.09,26.9,65.4,2.19,294.7,Poor
2023-01-01,12.09,24.83,36.41,22.84,0.47,12.09,21.7,60.2,8.72,45.5,Good
2021-04-21,104.45,331.05,204.42,452.05,10.72,223.51,24.3,73.8,2.28,303.8,Poor
2022-10-31,84.29,249.64,142.45,108.32,2.41,106.81,26.4,74.2,6.02,199.8,Moderate
2024-03-04,40.13,51.07,74.92,66.73,1.37,109.95,18.2,35.3,5.48,115.4,Satisfactory
2023-12-17,201.36,374.96,301.79,1475.64,17.77,360.63,15.8,75.8,2.43,384.6,Very Poor
2023-01-05,53.45,107.21,46.81,50.21,1.98,53.46,10.8,60.1,4.41,105.7,Satisfactory
2021-07-20,59.01,113.08,53.23,77.12,1.98,98.32,38.1,31.0,4.32,109.6,Satisfactory
2023-07-23,19.49,35.05,7.05,34.86,0.23,51.17,34.6,31.5,5.49,52.0,Good
2024-03-16,116.68,254.79,215.82,625.06,11.63,189.13,19.9,44.0,2.11,289.0,Poor
2023-05-28,193.51,371.83,285.72,1042.0,20.1,687.3,33.4,82.1,0.78,388.9,Very Poor
2023-11-15,65.8,123.66,173.68,138.98,5.28,148.32,25.1,57.7,3.79,193.7,Moderate
2023-02-14,372.97,796.2,444.53,1800.6,46.45,825.7,19.0,85.0,1.75,500.0,Severe
2022-03-13,32.0,91.27,46.96,50.24,1.45,61.88,32.9,38.7,6.28,91.4,Satisfactory
2021-11-12,106.16,312.53,186.71,457.0,16.66,161.53,19.2,46.1,3.11,295.2,Poor
2024-06-09,229.9,405.94,300.78,816.78,21.88,288.54,17.4,58.4,1.99,384.7,Very Poor
2022-12-27,317.11,506.15,412.17,1978.14,42.57,789.37,20.4,88.4,1.0,494.6,Severe
2024-05-10,45.67,73.64,57.77,42.46,1.35,103.22,28.1,45.8,3.77,105.5,Satisfactory
2023-11-08,46.79,79.79,60.94,64.23,1.71,79.69,17.5,47.6,4.76,85.8,Satisfactory
2022-06-20,17.02,47.25,25.47,20.58,0.24,48.2,27.7,30.3,10.85,48.2,Good
2021-11-11,379.77,591.11,533.91,1659.67,43.82,809.48,30.2,75.2,2.05,494.8,Severe
2023-03-10,118.6,255.3,265.16,385.16,10.03,184.98,13.9,73.8,1.58,295.4,Poor
2022-07-18,135.69,407.24,323.53,1307.95,31.87,576.66,13.3,66.0,1.68,387.6,Very Poor
2022-04-06,162.83,380.37,342.5,964.55,23.92,813.94,29.7,84.9,2.22,426.9,Very Poor
2021-06-15,104.2,338.07,183.84,608.8,14.04,227.79,37.6,40.8,2.54,304.6,Poor
2021-01-16,136.98,355.0,341.71,1374.69,26.12,520.56,9.7,81.3,1.93,372.1,Very Poor
2024-09-09,432.8,857.33,493.22,1698.06,37.11,758.88,25.9,72.6,1.12,500.0,Severe
2021-07-31,16.83,27.52,26.41,27.07,0.34,45.04,31.4,57.9,9.23,45.0,Good
2021-05-26,63.82,113.31,92.76,217.68,4.67,167.32,34.1,70.3,3.16,199.0,Moderate
2021-07-17,6.7,35.95,3.65,25.75,0.22,12.94,29.0,48.5,11.79,36.0,Good
2024-07-15,294.92,470.11,493.64,1934.35,46.08,899.75,7.2,82.3,1.56,483.7,Severe
2022-04-09,101.16,268.1,262.47,754.56,12.07,201.89,22.2,46.1,3.85,289.3,Poor
2023-04-29,77.19,176.95,174.02,365.4,3.66,117.31,24.2,65.5,6.15,195.2,Moderate
2023-01-10,202.84,376.16,315.99,997.92,33.34,663.12,21.7,60.6,1.57,396.2,Very Poor
2023-08-31,233.07,351.4,343.21,1471.88,28.59,492.23,15.7,63.1,2.02,387.1,Very Poor
2023-11-24,72.01,131.53,127.83,115.64,3.72,95.32,12.7,77.8,3.13,148.3,Moderate
2024-02-03,73.2,178.04,133.83,154.15,2.65,147.56,16.3,82.1,3.33,170.2,Moderate
2024-05-25,178.83,357.97,358.76,910.43,31.8,474.74,31.1,69.1,2.3,387.2,Very Poor
2023-10-30,112.62,339.27,213.73,525.09,11.37,163.78,10.8,69.3,1.84,289.4,Poor
2021-08-17,314.57,592.36,447.63,1641.15,48.0,897.95,33.0,62.9,1.41,495.6,Severe
2022-06-03,377.39,579.85,524.34,1971.86,42.16,909.22,6.3,71.7,3.15,493.0,Severe
2022-07-06,5.34,38.01,35.57,2.65,0.14,37.35,24.7,42.5,9.37,44.5,Good
2022-07-10,9.63,49.12,21.27,6.46,0.11,21.44,32.7,54.0,9.58,49.1,Good
2024-04-06,214.1,351.2,344.45,1409.47,20.08,752.37,22.5,77.4,3.28,402.7,Very Poor
2021-06-13,98.92,272.2,205.16,649.48,12.73,214.95,31.4,74.9,3.84,302.3,Poor
2023-11-25,108.01,298.67,235.52,484.27,13.15,182.45,26.0,72.2,2.49,260.3,Poor
2023-05-21,116.35,277.52,201.56,412.27,16.16,193.4,18.3,76.4,2.99,288.2,Poor
2024-02-15,5.31,22.99,29.71,30.39,0.96,11.77,14.2,67.4,4.13,47.9,Good
2023-02-19,387.95,643.48,518.84,1924.88,40.15,692.76,5.3,79.4,1.08,500.0,Severe
2021-08-11,48.78,82.32,76.59,69.78,1.07,109.46,33.1,31.1,8.53,114.6,Satisfactory
2024-10-04,166.38,362.89,363.83,1329.89,21.38,226.16,5.9,81.9,2.4,370.1,Very Poor
2023-06-06,76.03,137.18,122.76,146.39,3.24,159.68,30.1,78.4,5.81,187.9,Moderate
2021-03-21,80.74,228.16,114.35,216.99,5.46,114.27,35.0,37.5,3.41,185.6,Moderate
2024-06-24,9.04,26.24,35.84,32.24,0.32,40.74,36.0,48.2,5.14,44.8,Good
2021-02-27,84.61,171.14,169.86,326.38,6.61,119.2,15.0,60.6,5.21,190.0,Moderate
2021-11-12,394.22,485.15,479.98,1983.59,35.54,768.61,8.3,83.1,1.38,495.9,Severe
2024-11-10,123.46,393.18,290.01,996.11,17.99,367.92,16.1,60.1,1.78,354.4,Very Poor
2022-09-18,29.51,43.48,34.95,19.1,0.96,9.11,24.2,55.0,10.97,49.2,Good
2023-08-08,24.85,44.23,31.14,16.04,0.12,5.79,34.1,32.1,4.52,44.2,Good
2021-10-11,61.85,117.11,109.96,351.37,9.81,137.11,37.2,72.0,2.3,197.7,Moderate
2023-03-25,16.33,33.92,16.76,26.76,0.97,44.22,24.1,28.1,12.78,48.5,Good
2021-07-17,329.06,557.45,413.03,1893.81,40.17,1005.27,9.4,89.3,1.05,500.0,Severe
2024-02-19,60.35,140.9,179.11,188.65,4.25,100.69,29.2,81.6,4.01,199.1,Moderate
2024-10-27,464.53,672.32,547.79,1812.23,41.55,761.91,11.2,83.1,1.05,500.0,Severe
2023-12-05,44.86,87.37,47.01,57.03,1.35,89.51,9.1,78.8,4.82,89.7,Satisfactory
2023-05-12,245.28,393.42,344.26,1349.87,18.78,236.77,11.3,79.0,2.1,396.4,Very Poor
2021-09-30,70.6,176.07,98.97,265.33,5.06,106.04,26.8,59.6,4.25,162.2,Moderate
2023-08-29,169.78,366.07,364.03,849.0,22.05,711.32,37.4,76.5,1.08,393.3,Very Poor
2022-12-28,220.35,452.41,370.01,946.27,30.79,237.74,16.0,79.2,1.65,414.0,Very Poor
2024-07-03,117.88,287.8,261.82,583.14,13.02,221.8,39.9,77.6,3.19,303.5,Poor
2022-02-27,87.06,207.24,95.29,130.62,3.93,147.42,31.5,52.9,4.28,190.3,Moderate
2023-11-19,87.99,165.74,111.29,130.02,7.05,97.72,19.1,79.1,1.83,193.4,Moderate
2021-06-22,68.08,150.59,100.6,163.24,9.08,124.36,23.4,35.9,5.29,188.6,Moderate
2023-02-02,54.83,81.87,62.0,78.04,1.43,54.13,10.2,51.3,6.02,97.6,Satisfactory
2023-08-13,61.39,171.86,170.09,235.02,8.53,110.28,26.3,48.1,2.65,190.2,Moderate
2023-02-02,10.01,29.78,23.44,32.99,0.54,10.69,24.9,45.2,8.77,41.2,Good
2021-01-10,372.82,799.34,466.83,1608.44,43.95,826.51,11.0,69.4,1.27,500.0,Severe
2024-03-20,82.93,164.84,134.1,179.64,5.58,177.35,12.9,58.9,3.58,224.0,Moderate
2021-12-04,109.98,294.13,218.7,603.8,10.23,182.19,21.6,82.3,1.7,266.8,Poor
2022-06-15,40.14,81.42,67.35,77.09,1.49,67.23,34.3,67.4,4.41,96.4,Satisfactory
2021-07-18,102.35,333.19,278.01,520.42,14.05,226.82,32.9,44.4,3.78,304.4,Poor
2022-05-23,89.87,150.29,170.48,272.78,8.37,154.15,30.2,68.3,5.04,199.6,Moderate
2024-09-05,69.04,173.93,80.86,268.64,2.6,126.7,14.9,46.4,4.23,163.2,Moderate
2022-05-11,139.02,388.68,283.79,901.42,27.52,752.26,12.5,61.5,1.89,402.6,Very Poor
2023-04-27,179.18,405.3,346.42,1052.08,20.53,582.89,29.3,67.2,2.26,369.7,Very Poor
2022-03-28,425.79,574.57,470.96,1715.15,39.89,1042.1,11.1,56.4,1.9,500.0,Severe
2021-12-03,362.1,538.4,508.22,1670.23,43.28,798.54,16.1,74.8,0.44,464.1,Severe
2024-06-01,37.71,75.35,58.61,55.77,1.64,85.41,33.0,67.1,6.19,85.7,Satisfactory
2022-05-09,15.03,19.37,29.16,10.53,0.15,38.52,21.4,34.7,10.4,38.5,Good
2024-06-01,81.39,208.83,118.08,217.33,6.95,163.13,24.8,53.3,5.96,192.9,Moderate
2021-06-29,90.3,288.53,270.92,712.97,10.76,185.14,23.9,62.1,3.2,291.0,Poor
2024-08-13,10.03,20.67,16.19,26.77,0.69,8.39,30.6,46.2,8.72,34.4,Good
2022-03-24,6.39,9.59,14.78,37.92,0.57,24.87,20.0,45.5,6.45,47.4,Good
2024-03-03,198.76,398.33,343.42,1339.62,19.85,288.22,6.3,72.2,2.37,367.7,Very Poor
2024-05-02,116.16,264.23,211.95,632.35,11.55,190.43,34.5,52.6,3.7,287.3,Poor
2024-05-06,63.1,147.88,119.9,99.47,8.35,161.0,18.5,56.5,6.47,189.8,Moderate
2022-12-11,298.73,583.46,522.44,1637.04,36.28,843.47,16.2,70.8,1.93,490.4,Severe
2022-05-23,16.66,28.85,21.59,13.29,0.28,44.67,30.3,47.3,11.08,44.7,Good
2022-11-12,385.13,660.13,473.45,1803.09,43.95,781.36,3.0,59.5,1.34,500.0,Severe
2022-10-28,91.65,265.52,256.06,778.89,12.56,171.22,8.9,61.3,1.78,295.0,Poor
2022-10-20,154.93,404.19,354.57,826.97,22.63,546.12,12.2,71.3,1.3,368.0,Very Poor
2024-04-20,117.1,315.64,216.35,636.93,14.26,219.94,15.9,75.1,1.52,303.2,Poor
2024-08-08,119.11,291.61,245.5,441.89,10.99,198.92,25.0,48.2,3.53,297.1,Poor
2022-07-12,38.26,84.01,50.32,55.07,1.75,97.27,35.8,63.7,8.15,97.3,Satisfactory
2022-12-01,55.69,81.77,62.41,66.99,1.81,53.58,26.6,64.0,7.92,92.9,Satisfactory
2023-10-10,184.0,378.87,344.89,1053.71,18.71,383.23,19.5,71.8,2.82,354.5,Very Poor
2021-04-17,92.95,287.64,214.52,747.89,14.08,206.81,18.1,57.4,2.54,297.0,Poor
2023-04-08,203.62,411.6,363.02,1256.6,31.45,549.21,5.1,89.5,2.47,385.2,Very Poor
2021-12-14,20.8,42.7,32.15,24.73,0.88,25.03,25.6,35.8,10.35,43.9,Good
2021-10-20,69.28,139.38,126.29,139.96,9.72,121.07,37.6,50.2,4.86,196.5,Moderate
2024-11-21,111.73,279.51,251.16,493.97,11.29,174.01,22.5,72.6,2.36,272.6,Poor
2022-07-04,5.75,20.92,6.5,38.82,0.4,6.49,34.4,39.1,3.97,48.5,Good
2021-05-11,261.29,483.83,420.74,1918.64,43.68,919.46,24.1,75.3,0.43,479.8,Severe
2024-10-04,15.37,27.18,5.66,27.75,0.4,6.88,27.8,61.7,7.28,34.7,Good
2021-12-25,104.86,337.47,223.28,567.19,15.36,170.47,15.9,57.3,1.75,287.6,Poor
2024-02-01,28.59,55.15,24.29,25.19,0.51,20.87,12.1,43.3,10.15,56.0,Good
2021-04-12,110.19,253.01,197.39,430.92,12.15,216.32,21.8,68.6,3.95,302.5,Poor
2023-10-26,97.17,281.94,249.61,639.19,10.99,154.21,18.4,76.1,3.93,269.9,Poor
2024-06-12,74.58,214.35,153.04,265.0,9.75,165.4,20.8,73.6,3.42,196.9,Moderate
2023-02-09,312.98,437.85,492.27,1605.8,43.94,730.15,2.4,75.8,1.22,462.4,Severe
2021-09-23,38.79,55.53,54.08,69.85,1.77,45.6,34.4,61.6,4.02,88.6,Satisfactory
2024-07-03,225.68,373.86,295.4,1374.44,31.93,785.44,40.9,64.7,2.11,415.7,Very Poor
2024-03-10,59.07,89.43,47.22,51.15,1.04,107.47,32.9,63.2,3.32,111.8,Satisfactory
2023-05-09,221.16,408.29,319.56,812.6,21.82,747.65,22.4,66.3,1.0,399.9,Very Poor
2022-12-16,167.53,429.23,392.64,1507.84,24.52,314.78,19.0,61.0,1.96,399.0,Very Poor
2023-02-07,113.56,273.64,253.75,582.12,15.55,168.25,23.1,72.0,2.21,279.5,Poor
2024-09-22,116.56,335.43,184.99,640.73,12.18,151.57,12.1,40.0,3.6,288.6,Poor
2023-03-24,36.55,98.89,75.08,62.2,1.37,96.39,22.3,55.2,2.79,98.9,Satisfactory
2021-08-01,4.9,26.92,19.23,15.24,0.47,31.54,25.5,32.1,11.62,31.5,Good
2021-06-17,125.74,391.25,291.5,1034.49,31.18,697.72,22.0,83.7,1.12,390.8,Very Poor
2023-09-20,87.7,241.24,113.85,144.49,8.56,117.39,31.6,41.0,6.15,194.2,Moderate
2022-05-14,105.61,260.48,220.36,794.53,11.26,224.05,27.4,60.6,3.92,303.9,Poor
2022-08-02,59.33,74.6,48.26,56.64,1.9,106.09,35.0,34.2,7.16,109.7,Satisfactory
2022-02-07,90.16,289.12,250.78,403.85,10.02,154.68,29.2,84.6,3.14,271.0,Poor
2023-02-19,37.16,60.97,58.75,44.92,1.03,52.35,17.4,43.9,5.89,73.9,Satisfactory
2024-12-07,109.87,303.0,199.46,671.37,16.06,160.16,20.7,74.6,2.17,286.7,Poor
2024-05-28,11.26,30.75,39.27,12.92,0.17,14.95,24.6,36.2,11.56,49.1,Good
2023-01-08,164.02,386.16,316.63,964.06,25.88,671.98,18.2,68.5,1.21,386.1,Very Poor
2022-06-24,170.22,353.25,363.78,1157.57,20.71,249.07,20.6,67.4,2.21,370.1,Very Poor
2021-08-28,77.28,111.79,173.64,140.79,7.78,125.73,37.5,48.6,5.73,193.7,Moderate
2021-03-21,2.42,21.87,10.01,3.75,0.11,14.01,24.0,59.9,4.27,21.9,Good
2023-12-11,32.65,93.93,43.97,44.13,1.08,46.52,27.1,64.3,7.21,94.0,Satisfactory
2022-10-05,326.54,568.82,425.21,1847.63,44.7,713.89,29.0,92.0,1.85,481.8,Severe
2023-11-03,76.38,249.06,138.89,216.41,8.52,118.23,23.9,78.3,3.05,199.4,Moderate
2023-02-25,42.77,98.17,65.91,66.86,1.58,78.43,26.8,48.9,4.74,98.2,Satisfactory
2024-01-21,11.55,14.41,3.39,15.66,0.3,16.75,21.1,67.9,11.92,19.6,Good
2021-04-07,82.53,173.6,169.78,292.44,4.57,182.34,29.0,76.1,5.98,236.3,Moderate
2023-06-23,40.1,65.72,47.62,60.48,1.75,85.42,25.0,35.8,5.24,87.4,Satisfactory
2023-12-23,116.99,325.88,185.08,399.92,12.59,161.91,13.1,78.1,2.43,290.0,Poor
2024-08-15,76.3,179.87,83.47,263.13,2.62,143.88,25.9,72.8,5.33,164.8,Moderate
2022-11-13,51.15,83.14,73.81,41.34,1.22,80.63,15.1,50.5,6.05,92.4,Satisfactory
2023-09-28,119.75,329.32,219.9,636.96,11.49,184.86,38.6,66.1,4.32,299.2,Poor
2021-06-10,99.19,344.53,207.05,744.44,14.56,220.02,28.8,41.5,1.7,303.2,Poor
2023-12-28,20.15,24.03,30.79,3.48,0.47,32.84,16.3,39.4,11.36,38.5,Good
2021-12-09,108.53,347.65,250.78,742.07,10.51,176.25,7.8,75.8,3.24,297.7,Poor
2024-05-26,423.95,722.77,547.29,1726.2,43.92,955.22,29.7,65.8,0.83,500.0,Severe
2022-04-02,264.81,478.94,539.22,1914.88,45.57,1037.91,31.7,82.8,2.09,500.0,Severe
2023-08-19,21.56,28.19,16.19,23.72,0.56,19.96,23.1,59.2,4.54,35.9,Good
2024-05-29,27.25,49.85,18.17,6.18,0.89,9.6,21.5,31.9,8.44,49.8,Good
2021-06-19,171.56,354.7,388.38,1304.71,33.03,652.96,26.5,82.3,1.33,394.4,Very Poor
2023-02-16,69.32,121.59,152.13,299.46,8.27,101.82,26.8,65.6,5.42,178.6,Moderate
2024-07-04,15.6,24.75,28.1,11.56,0.77,20.99,32.8,51.5,10.09,38.4,Good
2024-11-12,94.07,298.56,276.44,483.18,14.26,180.47,31.3,84.5,2.23,296.5,Poor
2022-04-22,34.48,80.56,47.99,65.73,1.86,59.33,32.0,36.9,5.6,92.9,Satisfactory
2021-05-07,288.45,482.55,525.45,1843.15,35.09,876.98,28.7,84.0,1.29,463.1,Severe
2023-11-11,64.14,213.98,171.29,120.65,7.19,117.26,13.2,51.5,5.71,191.4,Moderate
2024-07-12,2.2,33.5,5.68,26.23,0.2,42.91,29.7,38.4,9.64,42.9,Good
2022-07-29,313.32,588.95,494.61,1756.5,44.27,885.92,29.4,85.9,0.57,493.6,Severe
2024-02-09,58.27,125.08,64.16,50.94,1.16,64.16,15.1,54.2,6.31,117.5,Satisfactory
2022-04-21,92.14,309.04,220.26,709.24,14.08,209.61,13.3,55.1,1.62,301.3,Poor
2021-01-08,34.75,66.11,79.69,57.08,1.74,54.74,24.9,41.3,5.86,99.6,Satisfactory
2024-10-19,365.41,532.76,521.36,1841.94,41.87,838.36,13.2,58.9,2.2,461.0,Severe
2022-04-29,119.03,261.48,233.51,761.26,10.81,190.09,13.7,69.6,4.05,296.8,Poor
2021-08-08,40.84,82.61,59.55,41.01,1.35,60.18,32.8,62.6,5.83,82.9,Satisfactory
2021-03-11,232.7,390.83,325.01,817.84,20.57,305.8,8.5,89.0,2.66,386.8,Very Poor
2022-04-26,182.65,396.92,394.45,852.98,31.34,749.37,4.5,54.2,2.67,401.5,Very Poor
2022-02-16,104.0,262.23,199.02,532.37,10.71,165.69,30.5,95.0,3.45,247.0,Poor
2021-02-20,153.07,366.75,321.2,963.47,22.93,378.39,2.2,98.1,0.82,335.5,Very Poor
2023-08-27,35.4,81.01,52.48,49.2,1.14,108.64,39.1,50.1,6.07,113.4,Satisfactory
2021-03-31,86.92,115.42,156.66,293.25,2.38,121.37,34.4,67.0,5.67,189.8,Moderate
2024-12-28,297.52,474.16,524.04,1677.61,43.53,795.3,13.1,75.8,1.21,462.4,Severe
2021-03-12,77.85,233.42,143.13,309.57,3.25,170.81,12.1,54.4,2.25,207.7,Moderate
2023-09-20,141.42,365.06,327.74,1450.29,18.69,671.4,4.7,50.5,1.53,386.0,Very Poor
2024-09-28,50.01,71.85,73.35,78.19,1.39,82.23,31.4,58.1,8.94,97.8,Satisfactory
2022-03-01,50.97,87.5,58.97,74.69,1.49,71.59,29.0,45.1,4.53,93.5,Satisfactory
2022-06-30,470.95,632.31,429.61,1927.58,47.04,932.13,18.2,68.6,1.7,500.0,Severe
2022-12-04,75.79,249.06,130.99,256.72,2.25,143.9,16.5,52.2,4.41,199.4,Moderate
2021-05-03,51.41,95.47,67.87,53.18,1.53,87.29,26.7,51.1,6.87,95.6,Satisfactory
2022-04-27,114.84,268.19,197.34,538.77,13.23,216.58,18.5,53.9,2.76,302.6,Poor
2022-09-19,453.44,833.67,537.71,1734.77,44.82,711.12,18.7,90.4,3.26,500.0,Severe
2024-08-21,104.24,268.91,254.98,618.33,14.63,220.5,39.4,60.8,2.7,303.3,Poor
2023-12-09,49.17,80.47,66.36,40.6,1.92,73.71,10.1,54.2,4.37,96.0,Satisfactory
2021-09-30,318.66,546.18,506.69,1835.5,47.53,741.59,12.0,80.5,0.54,484.7,Severe
2021-07-11,31.1,77.28,42.67,73.81,1.87,55.22,22.7,43.4,6.96,93.5,Satisfactory
2023-08-26,91.16,330.6,225.43,469.74,16.64,206.86,37.5,63.5,4.19,297.2,Poor
2022-06-26,93.57,271.14,261.26,435.61,13.54,185.54,34.4,61.3,4.3,281.4,Poor
2023-11-10,81.09,231.11,147.12,196.51,9.77,142.62,37.0,72.1,6.35,197.2,Moderate
2022-04-03,414.16,861.58,445.02,1704.52,40.43,1035.51,18.4,66.0,2.17,500.0,Severe
2022-10-05,88.15,209.85,82.12,228.19,5.25,145.29,22.9,65.1,2.14,193.9,Moderate
2022-08-24,51.72,83.18,64.56,61.99,1.4,65.14,33.8,32.5,6.07,86.4,Satisfactory
2021-09-27,82.2,207.02,168.35,264.47,3.47,101.67,37.1,56.6,4.32,188.4,Moderate
2024-03-24,20.14,36.29,4.84,13.76,0.96,51.51,29.2,40.0,4.35,52.4,Good
2023-08-09,401.16,595.11,427.04,1862.14,37.93,1039.88,5.2,65.2,1.98,500.0,Severe
2021-03-21,47.87,86.75,76.91,51.0,1.04,57.94,22.2,65.6,8.37,96.2,Satisfactory
2022-03-25,68.97,211.9,139.58,203.28,7.03,124.69,33.9,53.3,5.32,174.8,Moderate
2024-08-09,105.99,274.0,236.34,674.17,16.28,205.24,21.4,83.4,2.38,293.2,Poor
2024-11-09,23.49,28.07,19.09,12.13,0.48,36.66,30.8,48.0,4.97,39.2,Good
2021-10-25,430.85,669.34,488.75,1700.0,47.15,678.14,22.5,75.8,0.95,500.0,Severe
2021-04-24,216.19,422.88,354.91,822.36,23.41,612.27,26.7,77.3,1.78,391.2,Very Poor
2024-12-11,456.32,739.35,521.64,1969.78,43.64,842.73,19.3,100.0,1.64,500.0,Severe
2021-09-30,270.97,546.77,476.99,1649.09,44.58,758.69,27.8,60.9,1.63,469.0,Severe
2021-04-28,352.73,708.85,524.11,1869.44,35.14,904.12,9.2,92.9,1.29,500.0,Severe
2022-12-17,97.97,343.41,224.86,609.51,16.24,177.94,11.9,69.3,4.93,293.5,Poor
2022-04-24,427.7,841.4,491.42,1713.82,45.46,897.76,4.8,85.7,1.13,500.0,Severe
2021-03-09,105.53,262.75,272.58,405.35,10.14,214.39,36.8,50.9,2.91,302.2,Poor
2024-01-17,49.27,90.27,55.63,56.22,1.15,83.74,14.5,59.0,8.3,90.4,Satisfactory
2022-04-24,78.42,182.88,123.66,360.29,3.97,174.06,30.9,48.0,5.24,215.8,Moderate
2023-01-12,66.22,174.29,131.25,312.15,9.43,144.97,22.6,59.5,3.68,193.0,Moderate
2021-02-18,21.35,31.12,9.94,4.56,0.1,8.87,19.4,67.2,7.56,35.6,Good
2021-02-06,83.69,160.53,149.78,145.25,5.23,126.51,30.4,85.5,3.12,179.1,Moderate
2024-01-23,15.84,46.31,21.77,6.01,0.86,27.67,18.3,51.5,4.32,46.3,Good
2024-04-25,35.78,95.59,75.62,73.65,1.96,85.12,16.5,45.2,5.48,98.2,Satisfactory
2024-01-01,66.97,191.59,102.43,248.18,7.46,124.84,11.8,47.6,3.86,168.6,Moderate
2023-03-17,37.53,74.65,48.6,60.04,1.68,95.66,17.3,41.9,5.94,95.7,Satisfactory
2024-12-07,175.55,350.7,311.49,1442.87,19.92,561.85,17.4,79.4,1.43,380.5,Very Poor
2021-07-17,106.49,295.81,203.24,486.48,12.07,224.4,25.8,78.7,1.81,304.0,Poor
2021-05-28,48.41,85.02,75.67,60.04,1.34,57.66,20.8,41.8,3.35,94.7,Satisfactory
2024-06-24,17.53,26.63,30.1,12.34,0.33,14.43,23.0,56.6,6.69,37.6,Good
2023-08-02,64.58,165.09,172.29,82.97,6.37,169.72,41.2,61.9,5.39,205.0,Moderate
2022-07-15,80.18,178.76,81.39,127.87,3.14,128.75,36.9,38.9,3.07,167.5,Moderate
2023-08-12,7.88,46.42,18.8,18.94,0.63,24.23,34.2,34.3,8.47,46.4,Good
2022-02-21,175.18,351.98,325.65,991.82,26.45,249.19,28.5,76.8,3.84,356.0,Very Poor
2024-11-18,73.03,156.25,113.65,314.57,6.77,121.98,15.1,62.7,3.52,178.4,Moderate
2023-10-17,281.42,563.99,473.78,1705.27,40.8,718.81,4.0,80.6,2.31,479.0,Severe
2021-12-01,32.02,80.17,47.37,43.83,1.63,80.53,10.6,78.3,9.15,81.7,Satisfactory
2023-02-14,20.05,28.96,36.53,36.11,0.35,22.89,13.7,45.2,4.98,45.7,Good
2021-10-09,430.48,686.57,422.04,1939.65,38.47,683.99,16.0,55.6,0.91,500.0,Severe
2023-12-02,251.1,544.79,494.7,1962.36,44.96,743.12,8.8,75.0,1.03,490.7,Severe
2022-10-02,185.52,383.47,337.4,1370.9,26.19,647.59,17.4,50.6,2.4,381.6,Very Poor
2022-11-09,344.03,572.44,544.49,1621.53,36.14,823.26,6.1,82.3,0.96,483.9,Severe
2021-10-22,57.74,89.1,55.39,49.12,1.04,72.56,23.9,32.2,7.58,96.3,Satisfactory
2021-10-30,94.98,275.01,244.06,796.02,13.64,171.37,28.8,79.1,3.19,299.1,Poor
2022-03-14,251.81,443.61,539.22,1774.1,36.48,927.96,10.9,63.8,0.83,471.7,Severe
2021-08-17,312.21,580.31,466.93,1985.06,40.04,957.39,27.8,82.9,0.95,496.3,Severe
2022-05-21,118.9,330.87,218.86,782.01,12.92,187.22,31.6,41.8,4.13,296.4,Poor
